987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
987, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
1, 1, 
